text,label
Performed System Administration for clients in KCMO/KS - worked on project to move critical Servers to Data Center without,Projects
Started training and project on Azure and AWS project to move production servers and services to cloud services. Worked on cost,Projects
"Restructured backup process to include Dell Appassure - configured to backup 22 VM Windows server, including 2 SQL and 2 Microsoft",Skills
Completed P2V project using ESXi 5.5 with Essentials licensing. Converted 22 servers,Projects
"Implemented Pertino, EMC VNX 5300, VNXe 3200",Projects
Moved to contract role after company sold,Experience
"Performs hardware, software and network upgrades for company - Installed Server MS Windows 2003 Enterprise Edition based network",Education
- Upgraded to 2008 R2.,Education
Education and Training,Courses & Certificates
"BS : Business Management Ottawa University ï¼​ City , State , US Ottawa University ~ Overland Park, KS Campus Currently pursuing a BS in",Education
Certifications,Courses & Certificates
EMC VNX SAN Technologies - Training/Experience on new 5300/Unisphere/VNXe 3100 Unisphere/AX4-5i/Navisphere,Experience
"Experience with iSCSI, SMB",Experience
Skills,Skills
"Vnxe, Isp, Microsoft Exchange, Pbx, Sql, System Administration, Systems Administration, Training, Virtual Machine, Vm, Vnxe, Wireless, Ac,",Skills
Experienced client service professional accustomed to managing teams functioning in a fast-paced environment in support of multiple products,Experience
Excellent organizational and time management skills,Skills
"Strong interpersonal and communication skills at all levels Microsoft Office (Excel, Word, PowerPoint, SharePoint, and Project)",Skills
Experience,Experience
"Directed and supervised the daily activities of the teams with primary focus in enhancing the client's experience, mitigating risk, and",Experience
Collaborated and managed assigned projects with cross-functional teams and departments including data and document collection and,Projects
structure and agree requirements/responsibilities.,Experience
"Held monthly meetings with senior management to provide updates on all team projects, roadblocks and recommended solutions.",Projects
"Supervised a team of seven client service professionals with a primary focus in delivering excellent client service, improving processes, and",Skills
Bachelor of Professional Studies : Computer Information Systems DeVry Institute of Technology ï¼​ State Computer Information Systems,Education
Skills,Skills
"Illustrator, investments, legal, management reporting, meetings, Excel, Money, Microsoft Office, PowerPoint, SharePoint, Word, MIS,",Skills
Experienced Electronic Technician with extensive knowledge in A/C and D/C theory and troubleshooting skills and technique. Avionics specialist,Experience
Excellent written and verbal communication skills,Skills
Superior troubleshooting skills,Skills
Experience,Experience
Completing modifications and upgrades.,Education
"Cockpit experience on citation 2,3,7, citation Excel, citation ultra bravo, CRJ 700-900, UH-60, CH-47, 737, Gulfstream 3-5, Lear 31A,",Experience
Implemented vast knowledge of electronics principles to resolve complex electrical problems.,Projects
Implemented vast knowledge of electronics principles to resolve complex electrical problems.,Projects
Installed all electrical wiring during remodeling projects.,Projects
"GED : 2005 T.C.C South Campus ï¼​ City , State , USA GPA: GPA: 3.0",Education
GPA: 3.0,Education
3.0 GPA,Education
Coursework in A/C And D/C Emphasis onTheory and troubleshooting and Professional Training.,Courses & Certificates
3.2 GPA,Education
Perfect Attendance Academic Achievement Award,Achievements
AEA Wiring Academic Achievement Award,Achievements
FAA Corrosion Control Academic Achievement Award,Achievements
Coursework in Avionics Maintenance Technology,Courses & Certificates
"Coursework in Meteorology, Air Traffic Regulations and Air Navigation",Courses & Certificates
Conduit Bending course,Courses & Certificates
"Coursework in High-Voltage Cable Splicing, Qualified Rigging and Signaling",Courses & Certificates
"Coursework in DC Electricity, AC Electricity and Electronics Theory",Courses & Certificates
Skills,Skills
"Wiring Troubleshooting, Army Ethos and Structure, Basic forms Interpretation, logistics, Excel,Electronic Component repairs,Wire routing,",Skills
"Interpretation of schematics, Soldering, supervisor Skills, Service and Field Technician Skills , Test Equipment Operation , troubleshooting,",Skills
"Electrical upgrades, Wiring Diagnostics and Repair.",Education
Experience,Experience
"As a member of the Research and Technology team, I was able to be a part of several projects focused on saving the company money by",Projects
"Designs were developed with the use of Creo Parametric 2.0, Windchill and Autodesk Inventor 2015.",Projects
"Designed, tested and implemented a pneumatic circuit to insure proper conditions existed prior to engaging and dis-engaging the clutch on",Projects
This redesign significantly reduced down time and reduced the amount of training needed for field hands.,Courses & Certificates
standards established by the American Petroleum Institute and the International Standards Organization by the use of 3D parametric model,Experience
As Planning Engineer I also created and developed internal procedures and assured compliance to the D1-51991 Digital Product Definition,Projects
"I reviewed all job folders, customer requirements and developed a plan to have the parts manufactured based on the contractual",Projects
"I would develop a ""Master Shop Traveler"" by: Inputting information per purchase order and/or drawing.",Education
"Included, but not limited to, my responsibilities are: troubleshooting existing solid models, generating new solid models, and supporting",Experience
"Project facilities include disposal rooms mined 2,150 feet underground in a 2,000-foot thick salt formation.",Projects
